"Rentrée";"Personnel";"Sexe";"Catégorie";"Grandes.disciplines";"classe_age3";"Effectif"
2014;"non permanents";"Masculin";"DOCT AVEC ENS";"Droit, économie et gestion";"Non précisé";508
2014;"non permanents";"Masculin";"DOCT AVEC ENS";"Lettres et sciences humaines";"Non précisé";689
2014;"non permanents";"Masculin";"DOCT AVEC ENS";"Non spécifiée";"Non précisé";91
2014;"non permanents";"Masculin";"DOCT AVEC ENS";"Pharmacie";"Non précisé";39
2014;"non permanents";"Masculin";"DOCT AVEC ENS";"Sciences";"Non précisé";2896
2014;"non permanents";"Masculin";"DOCT SANS ENS";"Droit, économie et gestion";"Non précisé";284
2014;"non permanents";"Masculin";"DOCT SANS ENS";"Lettres et sciences humaines";"Non précisé";503
2014;"non permanents";"Masculin";"DOCT SANS ENS";"Non spécifiée";"Non précisé";21
2014;"non permanents";"Masculin";"DOCT SANS ENS";"Personnel des grands établissements";"Non précisé";108
2014;"non permanents";"Masculin";"DOCT SANS ENS";"Pharmacie";"Non précisé";57
2014;"non permanents";"Masculin";"DOCT SANS ENS";"Sciences";"Non précisé";2978
2014;"non permanents";"Masculin";"MCF ASS-INV";"Droit, économie et gestion";"Non précisé";534
2014;"non permanents";"Masculin";"MCF ASS-INV";"Lettres et sciences humaines";"Non précisé";429
2014;"non permanents";"Masculin";"MCF ASS-INV";"Personnel des grands établissements";"Non précisé";12
2014;"non permanents";"Masculin";"MCF ASS-INV";"Pharmacie";"Non précisé";18
2014;"non permanents";"Masculin";"MCF ASS-INV";"Sciences";"Non précisé";315
2014;"non permanents";"Masculin";"PR ASS-INV";"Droit, économie et gestion";"Non précisé";314
2014;"non permanents";"Masculin";"PR ASS-INV";"Lettres et sciences humaines";"Non précisé";165
2014;"non permanents";"Masculin";"PR ASS-INV";"Personnel des grands établissements";"Non précisé";6
2014;"non permanents";"Masculin";"PR ASS-INV";"Pharmacie";"Non précisé";20
2014;"non permanents";"Masculin";"PR ASS-INV";"Sciences";"Non précisé";187
2014;"non permanents";"Non renseigné";"CONT 2D";"Droit, économie et gestion";"Non précisé";131
2014;"non permanents";"Non renseigné";"CONT 2D";"Lettres et sciences humaines";"Non précisé";441
2014;"non permanents";"Non renseigné";"CONT 2D";"Non spécifiée";"Non précisé";45
2014;"non permanents";"Non renseigné";"CONT 2D";"Pharmacie";"Non précisé";1
2014;"non permanents";"Non renseigné";"CONT 2D";"Sciences";"Non précisé";93
2014;"non permanents";"Non renseigné";"LECTEUR ET REP";"Lettres et sciences humaines";"Non précisé";858
2014;"non permanents";"Non renseigné";"MAITRE LANGUE";"Lettres et sciences humaines";"Non précisé";118
2014;"non permanents";"Non renseigné";"MCF ASS-INV";"Droit, économie et gestion";"Non précisé";71
2014;"non permanents";"Non renseigné";"MCF ASS-INV";"Lettres et sciences humaines";"Non précisé";109
2014;"non permanents";"Non renseigné";"MCF ASS-INV";"Non spécifiée";"Non précisé";26
2014;"non permanents";"Non renseigné";"MCF ASS-INV";"Pharmacie";"Non précisé";2
2014;"non permanents";"Non renseigné";"MCF ASS-INV";"Sciences";"Non précisé";139
2014;"non permanents";"Non renseigné";"PR ASS-INV";"Droit, économie et gestion";"Non précisé";612
2014;"non permanents";"Non renseigné";"PR ASS-INV";"Lettres et sciences humaines";"Non précisé";496
2014;"non permanents";"Non renseigné";"PR ASS-INV";"Non spécifiée";"Non précisé";75
2014;"non permanents";"Non renseigné";"PR ASS-INV";"Pharmacie";"Non précisé";2
2014;"non permanents";"Non renseigné";"PR ASS-INV";"Sciences";"Non précisé";577
2014;"titulaires";"Féminin";"AM2D";"Non spécifiée";"35 ans et moins";761
2014;"titulaires";"Féminin";"AM2D";"Non spécifiée";"36 à 55 ans";3808
2014;"titulaires";"Féminin";"AM2D";"Non spécifiée";"56 ans et plus";1295
2014;"titulaires";"Féminin";"MCF";"Droit, économie et gestion";"35 ans et moins";519
2014;"titulaires";"Féminin";"MCF";"Droit, économie et gestion";"36 à 55 ans";1806
2014;"titulaires";"Féminin";"MCF";"Droit, économie et gestion";"56 ans et plus";262
2014;"titulaires";"Féminin";"MCF";"Lettres et sciences humaines";"35 ans et moins";840
2014;"titulaires";"Féminin";"MCF";"Lettres et sciences humaines";"36 à 55 ans";4238
2014;"titulaires";"Féminin";"MCF";"Lettres et sciences humaines";"56 ans et plus";953
2014;"titulaires";"Féminin";"MCF";"Médecine";"35 ans et moins";50
2014;"titulaires";"Féminin";"MCF";"Médecine";"36 à 55 ans";543
2014;"titulaires";"Féminin";"MCF";"Médecine";"56 ans et plus";172
2014;"titulaires";"Féminin";"MCF";"Odontologie";"35 ans et moins";22
2014;"titulaires";"Féminin";"MCF";"Odontologie";"36 à 55 ans";89
2014;"titulaires";"Féminin";"MCF";"Odontologie";"56 ans et plus";27
2014;"titulaires";"Féminin";"MCF";"Personnel des grands établissements";"35 ans et moins";34
2014;"titulaires";"Féminin";"MCF";"Personnel des grands établissements";"36 à 55 ans";153
2014;"titulaires";"Féminin";"MCF";"Personnel des grands établissements";"56 ans et plus";17
2014;"titulaires";"Féminin";"MCF";"Pharmacie";"35 ans et moins";116
2014;"titulaires";"Féminin";"MCF";"Pharmacie";"36 à 55 ans";485
2014;"titulaires";"Féminin";"MCF";"Pharmacie";"56 ans et plus";103
2014;"titulaires";"Féminin";"MCF";"Sciences";"35 ans et moins";1025
2014;"titulaires";"Féminin";"MCF";"Sciences";"36 à 55 ans";4215
2014;"titulaires";"Féminin";"MCF";"Sciences";"56 ans et plus";358
2014;"titulaires";"Féminin";"PR";"Droit, économie et gestion";"35 ans et moins";36
2014;"titulaires";"Féminin";"PR";"Droit, économie et gestion";"36 à 55 ans";477
2014;"titulaires";"Féminin";"PR";"Droit, économie et gestion";"56 ans et plus";124
2014;"titulaires";"Féminin";"PR";"Lettres et sciences humaines";"36 à 55 ans";913
2014;"titulaires";"Féminin";"PR";"Lettres et sciences humaines";"56 ans et plus";730
2014;"titulaires";"Féminin";"PR";"Médecine";"35 ans et moins";1
2014;"titulaires";"Féminin";"PR";"Médecine";"36 à 55 ans";446
2014;"titulaires";"Féminin";"PR";"Médecine";"56 ans et plus";231
2014;"titulaires";"Féminin";"PR";"Odontologie";"36 à 55 ans";27
2014;"titulaires";"Féminin";"PR";"Odontologie";"56 ans et plus";25
2014;"titulaires";"Féminin";"PR";"Personnel des grands établissements";"36 à 55 ans";71
2014;"titulaires";"Féminin";"PR";"Personnel des grands établissements";"56 ans et plus";66
2014;"titulaires";"Féminin";"PR";"Pharmacie";"36 à 55 ans";150
2014;"titulaires";"Féminin";"PR";"Pharmacie";"56 ans et plus";58
2014;"titulaires";"Féminin";"PR";"Sciences";"35 ans et moins";7
2014;"titulaires";"Féminin";"PR";"Sciences";"36 à 55 ans";1072
2014;"titulaires";"Féminin";"PR";"Sciences";"56 ans et plus";290
2014;"titulaires";"Masculin";"AM2D";"Non spécifiée";"35 ans et moins";583
2014;"titulaires";"Masculin";"AM2D";"Non spécifiée";"36 à 55 ans";4600
2014;"titulaires";"Masculin";"AM2D";"Non spécifiée";"56 ans et plus";2064
2014;"titulaires";"Masculin";"MCF";"Droit, économie et gestion";"35 ans et moins";487
2014;"titulaires";"Masculin";"MCF";"Droit, économie et gestion";"36 à 55 ans";1743
2014;"titulaires";"Masculin";"MCF";"Droit, économie et gestion";"56 ans et plus";513
2014;"titulaires";"Masculin";"MCF";"Lettres et sciences humaines";"35 ans et moins";503
2014;"titulaires";"Masculin";"MCF";"Lettres et sciences humaines";"36 à 55 ans";3144
2014;"titulaires";"Masculin";"MCF";"Lettres et sciences humaines";"56 ans et plus";967
2014;"titulaires";"Masculin";"MCF";"Médecine";"35 ans et moins";71
2014;"titulaires";"Masculin";"MCF";"Médecine";"36 à 55 ans";492
2014;"titulaires";"Masculin";"MCF";"Médecine";"56 ans et plus";185
2014;"titulaires";"Masculin";"MCF";"Odontologie";"35 ans et moins";18
2014;"titulaires";"Masculin";"MCF";"Odontologie";"36 à 55 ans";134
2014;"titulaires";"Masculin";"MCF";"Odontologie";"56 ans et plus";99
2014;"titulaires";"Masculin";"MCF";"Personnel des grands établissements";"35 ans et moins";51
2014;"titulaires";"Masculin";"MCF";"Personnel des grands établissements";"36 à 55 ans";204
2014;"titulaires";"Masculin";"MCF";"Personnel des grands établissements";"56 ans et plus";37
2014;"titulaires";"Masculin";"MCF";"Pharmacie";"35 ans et moins";88
2014;"titulaires";"Masculin";"MCF";"Pharmacie";"36 à 55 ans";326
2014;"titulaires";"Masculin";"MCF";"Pharmacie";"56 ans et plus";79
2014;"titulaires";"Masculin";"MCF";"Sciences";"35 ans et moins";2584
2014;"titulaires";"Masculin";"MCF";"Sciences";"36 à 55 ans";7689
2014;"titulaires";"Masculin";"MCF";"Sciences";"56 ans et plus";1088
2014;"titulaires";"Masculin";"PR";"Droit, économie et gestion";"35 ans et moins";73
2014;"titulaires";"Masculin";"PR";"Droit, économie et gestion";"36 à 55 ans";1018
2014;"titulaires";"Masculin";"PR";"Droit, économie et gestion";"56 ans et plus";598
2014;"titulaires";"Masculin";"PR";"Lettres et sciences humaines";"35 ans et moins";4
2014;"titulaires";"Masculin";"PR";"Lettres et sciences humaines";"36 à 55 ans";1342
2014;"titulaires";"Masculin";"PR";"Lettres et sciences humaines";"56 ans et plus";1429
2014;"titulaires";"Masculin";"PR";"Médecine";"35 ans et moins";3
2014;"titulaires";"Masculin";"PR";"Médecine";"36 à 55 ans";1869
2014;"titulaires";"Masculin";"PR";"Médecine";"56 ans et plus";1673
2014;"titulaires";"Masculin";"PR";"Odontologie";"36 à 55 ans";30
2014;"titulaires";"Masculin";"PR";"Odontologie";"56 ans et plus";42
2014;"titulaires";"Masculin";"PR";"Personnel des grands établissements";"36 à 55 ans";177
2014;"titulaires";"Masculin";"PR";"Personnel des grands établissements";"56 ans et plus";268
2014;"titulaires";"Masculin";"PR";"Pharmacie";"35 ans et moins";2
2014;"titulaires";"Masculin";"PR";"Pharmacie";"36 à 55 ans";200
2014;"titulaires";"Masculin";"PR";"Pharmacie";"56 ans et plus";172
2014;"titulaires";"Masculin";"PR";"Sciences";"35 ans et moins";45
2014;"titulaires";"Masculin";"PR";"Sciences";"36 à 55 ans";4747
2014;"titulaires";"Masculin";"PR";"Sciences";"56 ans et plus";1917
2015;"non permanents";"Féminin";"ATER";"Droit, économie et gestion";"Non précisé";648
2015;"non permanents";"Féminin";"ATER";"Lettres et sciences humaines";"Non précisé";1010
2015;"non permanents";"Féminin";"ATER";"Non spécifiée";"Non précisé";41
2015;"non permanents";"Féminin";"ATER";"Pharmacie";"Non précisé";37
2015;"non permanents";"Féminin";"ATER";"Sciences";"Non précisé";591
2015;"non permanents";"Féminin";"DOCT AVEC ENS";"Droit, économie et gestion";"Non précisé";450
2015;"non permanents";"Féminin";"DOCT AVEC ENS";"Lettres et sciences humaines";"Non précisé";956
2015;"non permanents";"Féminin";"DOCT AVEC ENS";"Non spécifiée";"Non précisé";134
2015;"non permanents";"Féminin";"DOCT AVEC ENS";"Pharmacie";"Non précisé";62
2015;"non permanents";"Féminin";"DOCT AVEC ENS";"Sciences";"Non précisé";1407
2015;"non permanents";"Féminin";"DOCT SANS ENS";"Droit, économie et gestion";"Non précisé";324
2015;"non permanents";"Féminin";"DOCT SANS ENS";"Lettres et sciences humaines";"Non précisé";803
2015;"non permanents";"Féminin";"DOCT SANS ENS";"Non spécifiée";"Non précisé";416
2015;"non permanents";"Féminin";"DOCT SANS ENS";"Personnel des grands établissements";"Non précisé";41
2015;"non permanents";"Féminin";"DOCT SANS ENS";"Pharmacie";"Non précisé";87
2015;"non permanents";"Féminin";"DOCT SANS ENS";"Sciences";"Non précisé";1908
2015;"non permanents";"Féminin";"MCF ASS-INV";"Droit, économie et gestion";"Non précisé";179
2015;"non permanents";"Féminin";"MCF ASS-INV";"Lettres et sciences humaines";"Non précisé";272
2015;"non permanents";"Féminin";"MCF ASS-INV";"Non spécifiée";"Non précisé";8
2015;"non permanents";"Féminin";"MCF ASS-INV";"Personnel des grands établissements";"Non précisé";3
2015;"non permanents";"Féminin";"MCF ASS-INV";"Pharmacie";"Non précisé";12
2015;"non permanents";"Féminin";"MCF ASS-INV";"Sciences";"Non précisé";66
2015;"non permanents";"Féminin";"PR ASS-INV";"Droit, économie et gestion";"Non précisé";53
2015;"non permanents";"Féminin";"PR ASS-INV";"Lettres et sciences humaines";"Non précisé";65
2015;"non permanents";"Féminin";"PR ASS-INV";"Non spécifiée";"Non précisé";1
2015;"non permanents";"Féminin";"PR ASS-INV";"Pharmacie";"Non précisé";15
2015;"non permanents";"Féminin";"PR ASS-INV";"Sciences";"Non précisé";23
2015;"non permanents";"Masculin";"ATER";"Droit, économie et gestion";"Non précisé";635
2015;"non permanents";"Masculin";"ATER";"Lettres et sciences humaines";"Non précisé";631
2015;"non permanents";"Masculin";"ATER";"Non spécifiée";"Non précisé";38
2015;"non permanents";"Masculin";"ATER";"Pharmacie";"Non précisé";37
2015;"non permanents";"Masculin";"ATER";"Sciences";"Non précisé";946
2015;"non permanents";"Masculin";"DOCT AVEC ENS";"Droit, économie et gestion";"Non précisé";487
2015;"non permanents";"Masculin";"DOCT AVEC ENS";"Lettres et sciences humaines";"Non précisé";645
2015;"non permanents";"Masculin";"DOCT AVEC ENS";"Non spécifiée";"Non précisé";246
2015;"non permanents";"Masculin";"DOCT AVEC ENS";"Pharmacie";"Non précisé";38
2015;"non permanents";"Masculin";"DOCT AVEC ENS";"Sciences";"Non précisé";2751
2015;"non permanents";"Masculin";"DOCT SANS ENS";"Droit, économie et gestion";"Non précisé";272
2015;"non permanents";"Masculin";"DOCT SANS ENS";"Lettres et sciences humaines";"Non précisé";567
2015;"non permanents";"Masculin";"DOCT SANS ENS";"Non spécifiée";"Non précisé";484
2015;"non permanents";"Masculin";"DOCT SANS ENS";"Personnel des grands établissements";"Non précisé";62
2015;"non permanents";"Masculin";"DOCT SANS ENS";"Pharmacie";"Non précisé";63
2015;"non permanents";"Masculin";"DOCT SANS ENS";"Sciences";"Non précisé";2764
2015;"non permanents";"Masculin";"MCF ASS-INV";"Droit, économie et gestion";"Non précisé";507
2015;"non permanents";"Masculin";"MCF ASS-INV";"Lettres et sciences humaines";"Non précisé";395
2015;"non permanents";"Masculin";"MCF ASS-INV";"Non spécifiée";"Non précisé";9
2015;"non permanents";"Masculin";"MCF ASS-INV";"Personnel des grands établissements";"Non précisé";9
2015;"non permanents";"Masculin";"MCF ASS-INV";"Pharmacie";"Non précisé";28
2015;"non permanents";"Masculin";"MCF ASS-INV";"Sciences";"Non précisé";292
2015;"non permanents";"Masculin";"PR ASS-INV";"Droit, économie et gestion";"Non précisé";286
2015;"non permanents";"Masculin";"PR ASS-INV";"Lettres et sciences humaines";"Non précisé";146
2015;"non permanents";"Masculin";"PR ASS-INV";"Non spécifiée";"Non précisé";8
2015;"non permanents";"Masculin";"PR ASS-INV";"Pharmacie";"Non précisé";18
2015;"non permanents";"Masculin";"PR ASS-INV";"Sciences";"Non précisé";168
2015;"non permanents";"Non renseigné";"CONT 2D";"Droit, économie et gestion";"Non précisé";122
2015;"non permanents";"Non renseigné";"CONT 2D";"Lettres et sciences humaines";"Non précisé";511
2015;"non permanents";"Non renseigné";"CONT 2D";"Non spécifiée";"Non précisé";41
2015;"non permanents";"Non renseigné";"CONT 2D";"Sciences";"Non précisé";134
2015;"non permanents";"Non renseigné";"LECTEUR ET REP";"Lettres et sciences humaines";"Non précisé";855
2015;"non permanents";"Non renseigné";"LRU";"Droit, économie et gestion";"Non précisé";227
2015;"non permanents";"Non renseigné";"LRU";"Lettres et sciences humaines";"Non précisé";435
2015;"non permanents";"Non renseigné";"LRU";"Non spécifiée";"Non précisé";164
2015;"non permanents";"Non renseigné";"LRU";"Pharmacie";"Non précisé";6
2015;"non permanents";"Non renseigné";"LRU";"Sciences";"Non précisé";173
2015;"non permanents";"Non renseigné";"MAITRE LANGUE";"Lettres et sciences humaines";"Non précisé";154
2015;"non permanents";"Non renseigné";"MCF ASS-INV";"Droit, économie et gestion";"Non précisé";85
2015;"non permanents";"Non renseigné";"MCF ASS-INV";"Lettres et sciences humaines";"Non précisé";94
2015;"non permanents";"Non renseigné";"MCF ASS-INV";"Non spécifiée";"Non précisé";32
2015;"non permanents";"Non renseigné";"MCF ASS-INV";"Pharmacie";"Non précisé";1
2015;"non permanents";"Non renseigné";"MCF ASS-INV";"Sciences";"Non précisé";145
2015;"non permanents";"Non renseigné";"PR ASS-INV";"Droit, économie et gestion";"Non précisé";554
2015;"non permanents";"Non renseigné";"PR ASS-INV";"Lettres et sciences humaines";"Non précisé";372
2015;"non permanents";"Non renseigné";"PR ASS-INV";"Non spécifiée";"Non précisé";86
2015;"non permanents";"Non renseigné";"PR ASS-INV";"Pharmacie";"Non précisé";6
2015;"non permanents";"Non renseigné";"PR ASS-INV";"Sciences";"Non précisé";369
2015;"titulaires";"Féminin";"AM2D";"Droit, économie et gestion";"35 ans et moins";61
2015;"titulaires";"Féminin";"AM2D";"Droit, économie et gestion";"36 à 55 ans";571
2015;"titulaires";"Féminin";"AM2D";"Droit, économie et gestion";"56 ans et plus";154
2015;"titulaires";"Féminin";"AM2D";"Lettres et sciences humaines";"35 ans et moins";489
2015;"titulaires";"Féminin";"AM2D";"Lettres et sciences humaines";"36 à 55 ans";2640
2015;"titulaires";"Féminin";"AM2D";"Lettres et sciences humaines";"56 ans et plus";940
2015;"titulaires";"Féminin";"AM2D";"Sciences";"35 ans et moins";157
2015;"titulaires";"Féminin";"AM2D";"Sciences";"36 à 55 ans";801
2015;"titulaires";"Féminin";"AM2D";"Sciences";"56 ans et plus";219
2015;"titulaires";"Féminin";"MCF";"Droit, économie et gestion";"35 ans et moins";518
2015;"titulaires";"Féminin";"MCF";"Droit, économie et gestion";"36 à 55 ans";1834
2015;"titulaires";"Féminin";"MCF";"Droit, économie et gestion";"56 ans et plus";271
2015;"titulaires";"Féminin";"MCF";"Lettres et sciences humaines";"35 ans et moins";747
2015;"titulaires";"Féminin";"MCF";"Lettres et sciences humaines";"36 à 55 ans";4284
2015;"titulaires";"Féminin";"MCF";"Lettres et sciences humaines";"56 ans et plus";966
2015;"titulaires";"Féminin";"MCF";"Médecine";"35 ans et moins";34
2015;"titulaires";"Féminin";"MCF";"Médecine";"36 à 55 ans";543
2015;"titulaires";"Féminin";"MCF";"Médecine";"56 ans et plus";161
2015;"titulaires";"Féminin";"MCF";"Odontologie";"35 ans et moins";22
2015;"titulaires";"Féminin";"MCF";"Odontologie";"36 à 55 ans";88
2015;"titulaires";"Féminin";"MCF";"Odontologie";"56 ans et plus";28
2015;"titulaires";"Féminin";"MCF";"Personnel des grands établissements";"35 ans et moins";30
2015;"titulaires";"Féminin";"MCF";"Personnel des grands établissements";"36 à 55 ans";157
2015;"titulaires";"Féminin";"MCF";"Personnel des grands établissements";"56 ans et plus";19
2015;"titulaires";"Féminin";"MCF";"Pharmacie";"35 ans et moins";107
2015;"titulaires";"Féminin";"MCF";"Pharmacie";"36 à 55 ans";494
2015;"titulaires";"Féminin";"MCF";"Pharmacie";"56 ans et plus";102
2015;"titulaires";"Féminin";"MCF";"Sciences";"35 ans et moins";882
2015;"titulaires";"Féminin";"MCF";"Sciences";"36 à 55 ans";4297
2015;"titulaires";"Féminin";"MCF";"Sciences";"56 ans et plus";390
2015;"titulaires";"Féminin";"PR";"Droit, économie et gestion";"35 ans et moins";36
2015;"titulaires";"Féminin";"PR";"Droit, économie et gestion";"36 à 55 ans";509
2015;"titulaires";"Féminin";"PR";"Droit, économie et gestion";"56 ans et plus";125
2015;"titulaires";"Féminin";"PR";"Lettres et sciences humaines";"35 ans et moins";2
2015;"titulaires";"Féminin";"PR";"Lettres et sciences humaines";"36 à 55 ans";939
2015;"titulaires";"Féminin";"PR";"Lettres et sciences humaines";"56 ans et plus";726
2015;"titulaires";"Féminin";"PR";"Médecine";"35 ans et moins";1
2015;"titulaires";"Féminin";"PR";"Médecine";"36 à 55 ans";460
2015;"titulaires";"Féminin";"PR";"Médecine";"56 ans et plus";249
2015;"titulaires";"Féminin";"PR";"Odontologie";"36 à 55 ans";30
2015;"titulaires";"Féminin";"PR";"Odontologie";"56 ans et plus";23
2015;"titulaires";"Féminin";"PR";"Personnel des grands établissements";"36 à 55 ans";68
2015;"titulaires";"Féminin";"PR";"Personnel des grands établissements";"56 ans et plus";63
2015;"titulaires";"Féminin";"PR";"Pharmacie";"36 à 55 ans";144
2015;"titulaires";"Féminin";"PR";"Pharmacie";"56 ans et plus";68
2015;"titulaires";"Féminin";"PR";"Sciences";"35 ans et moins";3
2015;"titulaires";"Féminin";"PR";"Sciences";"36 à 55 ans";1088
2015;"titulaires";"Féminin";"PR";"Sciences";"56 ans et plus";329
2015;"titulaires";"Masculin";"AM2D";"Droit, économie et gestion";"35 ans et moins";61
2015;"titulaires";"Masculin";"AM2D";"Droit, économie et gestion";"36 à 55 ans";578
2015;"titulaires";"Masculin";"AM2D";"Droit, économie et gestion";"56 ans et plus";332
2015;"titulaires";"Masculin";"AM2D";"Lettres et sciences humaines";"35 ans et moins";228
2015;"titulaires";"Masculin";"AM2D";"Lettres et sciences humaines";"36 à 55 ans";1816
2015;"titulaires";"Masculin";"AM2D";"Lettres et sciences humaines";"56 ans et plus";907
2015;"titulaires";"Masculin";"AM2D";"Sciences";"35 ans et moins";286
2015;"titulaires";"Masculin";"AM2D";"Sciences";"36 à 55 ans";2163
2015;"titulaires";"Masculin";"AM2D";"Sciences";"56 ans et plus";817
2015;"titulaires";"Masculin";"MCF";"Droit, économie et gestion";"35 ans et moins";434
2015;"titulaires";"Masculin";"MCF";"Droit, économie et gestion";"36 à 55 ans";1747
2015;"titulaires";"Masculin";"MCF";"Droit, économie et gestion";"56 ans et plus";492
2015;"titulaires";"Masculin";"MCF";"Lettres et sciences humaines";"35 ans et moins";496
2015;"titulaires";"Masculin";"MCF";"Lettres et sciences humaines";"36 à 55 ans";3078
2015;"titulaires";"Masculin";"MCF";"Lettres et sciences humaines";"56 ans et plus";973
2015;"titulaires";"Masculin";"MCF";"Médecine";"35 ans et moins";62
2015;"titulaires";"Masculin";"MCF";"Médecine";"36 à 55 ans";483
2015;"titulaires";"Masculin";"MCF";"Médecine";"56 ans et plus";174
2015;"titulaires";"Masculin";"MCF";"Odontologie";"35 ans et moins";10
2015;"titulaires";"Masculin";"MCF";"Odontologie";"36 à 55 ans";122
2015;"titulaires";"Masculin";"MCF";"Odontologie";"56 ans et plus";103
2015;"titulaires";"Masculin";"MCF";"Personnel des grands établissements";"35 ans et moins";49
2015;"titulaires";"Masculin";"MCF";"Personnel des grands établissements";"36 à 55 ans";197
2015;"titulaires";"Masculin";"MCF";"Personnel des grands établissements";"56 ans et plus";45
2015;"titulaires";"Masculin";"MCF";"Pharmacie";"35 ans et moins";72
2015;"titulaires";"Masculin";"MCF";"Pharmacie";"36 à 55 ans";339
2015;"titulaires";"Masculin";"MCF";"Pharmacie";"56 ans et plus";72
2015;"titulaires";"Masculin";"MCF";"Sciences";"35 ans et moins";2224
2015;"titulaires";"Masculin";"MCF";"Sciences";"36 à 55 ans";7886
2015;"titulaires";"Masculin";"MCF";"Sciences";"56 ans et plus";1135
2015;"titulaires";"Masculin";"PR";"Droit, économie et gestion";"35 ans et moins";58
2015;"titulaires";"Masculin";"PR";"Droit, économie et gestion";"36 à 55 ans";1047
2015;"titulaires";"Masculin";"PR";"Droit, économie et gestion";"56 ans et plus";543
2015;"titulaires";"Masculin";"PR";"Lettres et sciences humaines";"35 ans et moins";1
2015;"titulaires";"Masculin";"PR";"Lettres et sciences humaines";"36 à 55 ans";1307
2015;"titulaires";"Masculin";"PR";"Lettres et sciences humaines";"56 ans et plus";1393
2015;"titulaires";"Masculin";"PR";"Médecine";"35 ans et moins";1
2015;"titulaires";"Masculin";"PR";"Médecine";"36 à 55 ans";1767
2015;"titulaires";"Masculin";"PR";"Médecine";"56 ans et plus";1735
2015;"titulaires";"Masculin";"PR";"Odontologie";"35 ans et moins";1
2015;"titulaires";"Masculin";"PR";"Odontologie";"36 à 55 ans";27
2015;"titulaires";"Masculin";"PR";"Odontologie";"56 ans et plus";46
2015;"titulaires";"Masculin";"PR";"Personnel des grands établissements";"36 à 55 ans";177
2015;"titulaires";"Masculin";"PR";"Personnel des grands établissements";"56 ans et plus";270
2015;"titulaires";"Masculin";"PR";"Pharmacie";"36 à 55 ans";196
2015;"titulaires";"Masculin";"PR";"Pharmacie";"56 ans et plus";171
2015;"titulaires";"Masculin";"PR";"Sciences";"35 ans et moins";31
2015;"titulaires";"Masculin";"PR";"Sciences";"36 à 55 ans";4613
2015;"titulaires";"Masculin";"PR";"Sciences";"56 ans et plus";1994
2016;"non permanents";"Féminin";"ATER";"Droit, économie et gestion";"Non précisé";681
2016;"non permanents";"Féminin";"ATER";"Lettres et sciences humaines";"Non précisé";1048
2016;"non permanents";"Féminin";"ATER";"Non spécifiée";"Non précisé";47
2016;"non permanents";"Féminin";"ATER";"Pharmacie";"Non précisé";35
2016;"non permanents";"Féminin";"ATER";"Sciences";"Non précisé";552
2016;"non permanents";"Féminin";"CONT 2D";"Droit, économie et gestion";"Non précisé";75
2016;"non permanents";"Féminin";"CONT 2D";"Lettres et sciences humaines";"Non précisé";346
2016;"non permanents";"Féminin";"CONT 2D";"Non spécifiée";"Non précisé";17
2016;"non permanents";"Féminin";"CONT 2D";"Sciences";"Non précisé";36
2016;"non permanents";"Féminin";"DOCT AVEC ENS";"Droit, économie et gestion";"Non précisé";405
2016;"non permanents";"Féminin";"DOCT AVEC ENS";"Lettres et sciences humaines";"Non précisé";881
2016;"non permanents";"Féminin";"DOCT AVEC ENS";"Non spécifiée";"Non précisé";481
2016;"non permanents";"Féminin";"DOCT AVEC ENS";"Pharmacie";"Non précisé";70
2016;"non permanents";"Féminin";"DOCT AVEC ENS";"Sciences";"Non précisé";1168
2016;"non permanents";"Féminin";"DOCT SANS ENS";"Droit, économie et gestion";"Non précisé";261
2016;"non permanents";"Féminin";"DOCT SANS ENS";"Lettres et sciences humaines";"Non précisé";814
2016;"non permanents";"Féminin";"DOCT SANS ENS";"Non spécifiée";"Non précisé";1144
2016;"non permanents";"Féminin";"DOCT SANS ENS";"Pharmacie";"Non précisé";95
2016;"non permanents";"Féminin";"DOCT SANS ENS";"Sciences";"Non précisé";1612
2016;"non permanents";"Féminin";"LECTEUR ET REP";"Droit, économie et gestion";"Non précisé";1
2016;"non permanents";"Féminin";"LECTEUR ET REP";"Lettres et sciences humaines";"Non précisé";545
2016;"non permanents";"Féminin";"LECTEUR ET REP";"Non spécifiée";"Non précisé";10
2016;"non permanents";"Féminin";"LRU";"Droit, économie et gestion";"Non précisé";144
2016;"non permanents";"Féminin";"LRU";"Lettres et sciences humaines";"Non précisé";339
2016;"non permanents";"Féminin";"LRU";"Non spécifiée";"Non précisé";72
2016;"non permanents";"Féminin";"LRU";"Pharmacie";"Non précisé";3
2016;"non permanents";"Féminin";"LRU";"Sciences";"Non précisé";49
2016;"non permanents";"Féminin";"MAITRE LANGUE";"Lettres et sciences humaines";"Non précisé";108
2016;"non permanents";"Féminin";"MAITRE LANGUE";"Non spécifiée";"Non précisé";12
2016;"non permanents";"Féminin";"MCF ASS-INV";"Droit, économie et gestion";"Non précisé";211
2016;"non permanents";"Féminin";"MCF ASS-INV";"Lettres et sciences humaines";"Non précisé";317
2016;"non permanents";"Féminin";"MCF ASS-INV";"Non spécifiée";"Non précisé";34
2016;"non permanents";"Féminin";"MCF ASS-INV";"Pharmacie";"Non précisé";16
2016;"non permanents";"Féminin";"MCF ASS-INV";"Sciences";"Non précisé";93
2016;"non permanents";"Féminin";"PR ASS-INV";"Droit, économie et gestion";"Non précisé";172
